Type,Count_of_Category,Average_Count,Type_Count,Percent_of_total
CB.FB6E3,49,8.020408163265307,7,29.166666666666668
CB.FB6E4,114,15.350877192982455,8,59.375
CB.FB6E5,6,5.666666666666667,2,12.5
CB.FB7E1,28,8.285714285714286,6,19.444444444444443
ExR3,30,24.833333333333332,2,62.5
ExR5,14,7.428571428571429,4,14.583333333333334
ExR6,4,6.5,2,8.333333333333334
FB1G,15,9.866666666666667,2,31.25
FB4B,6,11.0,2,12.5
FB4C,14,13.642857142857142,2,29.166666666666668
FB4K,31,7.67741935483871,4,32.291666666666664
FB4O,28,7.0,8,14.583333333333334
"FB4P,FB4Q,FB4R",46,7.934782608695652,11,17.424242424242426
FB4P_a,11,6.363636363636363,5,9.166666666666666
FB4X,10,8.8,2,20.833333333333332
FB5B,27,7.37037037037037,5,22.5
FB5I,20,14.9,2,41.666666666666664
FB6F,9,7.888888888888889,2,18.75
FB6M,60,13.75,4,62.5
FB6Z,3,5.0,2,6.25
"FB7A,FB7K",35,7.514285714285714,10,14.583333333333334
FB7L,18,6.444444444444445,5,15.0
FB8B,8,8.25,5,6.666666666666667
FC3,95,13.578947368421053,40,9.895833333333334
LPsP,4,19.5,2,8.333333333333334
PFR,39,14.512820512820513,30,5.416666666666667
hDeltaA,18,25.61111111111111,10,7.5
hDeltaB,72,44.69444444444444,18,16.666666666666668
hDeltaC,31,7.774193548387097,21,6.150793650793651
hDeltaE,16,13.1875,8,8.333333333333334
hDeltaF,23,16.91304347826087,8,11.979166666666666
hDeltaG,12,10.416666666666666,8,6.25
hDeltaH,11,26.90909090909091,8,5.729166666666667
hDeltaK,109,42.95412844036697,31,14.650537634408602
